frame,track_id,class_name,confidence,pixel_x,pixel_y,world_x,world_y
1,1.0,car,0.6870858669281006,634,190,-21.3359375,0.9368896484375
1,2.0,car,0.6819214224815369,733,197,-24.864681243896484,1.0110677480697632
1,3.0,car,0.6210325360298157,1128,205,-36.562931060791016,-0.25289642810821533
2,1.0,car,0.6260207891464233,634,190,-21.3359375,0.9368896484375
2,2.0,car,0.6329025626182556,734,196,-24.95199203491211,0.9144442081451416
2,3.0,car,0.5435044765472412,1128,205,-36.562931060791016,-0.25289642810821533
3,1.0,car,0.6542717218399048,634,190,-21.3359375,0.9368896484375
3,2.0,car,0.7273703217506409,735,195,-25.03961944580078,0.8174721002578735
3,3.0,car,0.571394681930542,1128,204,-36.62660598754883,-0.3303174674510956
4,1.0,car,0.6491234302520752,634,190,-21.3359375,0.9368896484375
4,3.0,car,0.5818778276443481,1128,204,-36.62660598754883,-0.3303174674510956
5,1.0,car,0.6174790263175964,635,190,-21.3772029876709,0.9308232665061951
5,3.0,car,0.61496502161026,1128,204,-36.62660598754883,-0.3303174674510956
5,2.0,car,0.561191201210022,732,195,-24.928613662719727,0.8344175815582275
6,1.0,car,0.6819181442260742,635,190,-21.3772029876709,0.9308232665061951
6,3.0,car,0.5922273397445679,1128,204,-36.62660598754883,-0.3303174674510956
6,2.0,car,0.5619545578956604,732,195,-24.928613662719727,0.8344175815582275
7,1.0,car,0.6864163875579834,635,189,-21.422483444213867,0.8334540128707886
7,3.0,car,0.5972727537155151,1128,205,-36.562931060791016,-0.25289642810821533
7,2.0,car,0.6529145240783691,731,195,-24.891538619995117,0.8400772213935852
8,1.0,car,0.6956924796104431,635,189,-21.422483444213867,0.8334540128707886
8,3.0,car,0.5053531527519226,1128,204,-36.62660598754883,-0.3303174674510956
8,2.0,car,0.6292336583137512,731,195,-24.891538619995117,0.8400772213935852
9,1.0,car,0.6672954559326172,635,189,-21.422483444213867,0.8334540128707886
9,3.0,car,0.5155301094055176,1128,204,-36.62660598754883,-0.3303174674510956
10,1.0,car,0.634178102016449,636,189,-21.46378517150879,0.8274301290512085
10,3.0,car,0.5715927481651306,1129,204,-36.652347564697266,-0.3344985544681549
10,2.0,car,0.6246448755264282,728,194,-24.83062744140625,0.7651466131210327
11,3.0,car,0.6639811396598816,1129,204,-36.652347564697266,-0.3344985544681549
11,2.0,car,0.7225797772407532,730,193,-24.955968856811523,0.6615610122680664
12,3.0,car,0.6767212748527527,1128,203,-36.690521240234375,-0.4080318212509155
12,2.0,car,0.5044578313827515,729,193,-24.918699264526367,0.6671668291091919
12,4.0,car,0.634391188621521,876,186,-30.44407081604004,-0.726332426071167
12,1.0,car,0.5098250508308411,635,187,-21.513713836669922,0.6372778415679932
13,3.0,car,0.6587918996810913,1128,203,-36.690521240234375,-0.4080318212509155
13,4.0,car,0.5915549993515015,876,186,-30.44407081604004,-0.726332426071167
13,1.0,car,0.5310422778129578,635,187,-21.513713836669922,0.6372778415679932
14,3.0,car,0.6284737586975098,1128,203,-36.690521240234375,-0.4080318212509155
14,4.0,car,0.5323417782783508,876,186,-30.44407081604004,-0.726332426071167
14,1.0,car,0.5568739175796509,636,187,-21.55516815185547,0.6313276290893555
15,3.0,car,0.597725510597229,1127,203,-36.66473388671875,-0.40387094020843506
15,1.0,car,0.7074838280677795,636,187,-21.55516815185547,0.6313276290893555
16,3.0,car,0.5542909502983093,1127,202,-36.7288703918457,-0.48190411925315857
16,1.0,car,0.7023217678070068,636,187,-21.55516815185547,0.6313276290893555
17,1.0,car,0.7200782895088196,636,187,-21.55516815185547,0.6313276290893555
18,1.0,car,0.7211462259292603,636,187,-21.55516815185547,0.6313276290893555
18,3.0,car,0.5382051467895508,1127,202,-36.7288703918457,-0.48190411925315857
19,1.0,car,0.7030242681503296,636,187,-21.55516815185547,0.6313276290893555
19,3.0,car,0.6165128350257874,1127,202,-36.7288703918457,-0.48190411925315857
20,1.0,car,0.7269190549850464,637,187,-21.596580505371094,0.6253836750984192
20,3.0,car,0.6231692433357239,1126,202,-36.703041076660156,-0.47776365280151367
21,1.0,car,0.6939432621002197,637,187,-21.596580505371094,0.6253836750984192
21,3.0,car,0.6134718656539917,1127,202,-36.7288703918457,-0.48190411925315857
21,2.0,car,0.5481283664703369,726,190,-24.96001625061035,0.4041301906108856
22,1.0,car,0.7021085619926453,637,187,-21.596580505371094,0.6253836750984192
22,3.0,car,0.5926105380058289,1127,202,-36.7288703918457,-0.48190411925315857
22,2.0,car,0.6753517389297485,726,191,-24.908662796020508,0.4978601038455963
23,1.0,car,0.6994559168815613,637,186,-21.642688751220703,0.5266445875167847
23,3.0,car,0.6216230988502502,1127,202,-36.7288703918457,-0.48190411925315857
23,2.0,car,0.6204320788383484,726,191,-24.908662796020508,0.4978601038455963
24,1.0,car,0.6965805292129517,638,186,-21.68413543701172,0.5207443237304688
24,3.0,car,0.6194265484809875,1127,203,-36.66473388671875,-0.40387094020843506
24,2.0,car,0.6467729210853577,727,191,-24.9461669921875,0.49230408668518066
25,1.0,car,0.7131306529045105,638,186,-21.68413543701172,0.5207443237304688
25,3.0,car,0.631657063961029,1127,202,-36.7288703918457,-0.48190411925315857
25,2.0,car,0.6322253942489624,727,191,-24.9461669921875,0.49230408668518066
26,1.0,car,0.7157644033432007,638,187,-21.637948989868164,0.6194459795951843
26,3.0,car,0.6131312251091003,1127,202,-36.7288703918457,-0.48190411925315857
26,2.0,car,0.6158820986747742,727,191,-24.9461669921875,0.49230408668518066
27,1.0,car,0.6553808450698853,638,187,-21.637948989868164,0.6194459795951843
27,3.0,car,0.621713399887085,1126,202,-36.703041076660156,-0.47776365280151367
27,2.0,car,0.5852372646331787,728,191,-24.983633041381836,0.48675358295440674
28,1.0,car,0.6927919387817383,639,186,-21.725536346435547,0.5148502588272095
28,3.0,car,0.5820680856704712,1126,202,-36.703041076660156,-0.47776365280151367
28,2.0,car,0.5950499176979065,727,190,-24.997581481933594,0.3986079692840576
29,1.0,car,0.7331385016441345,638,186,-21.68413543701172,0.5207443237304688
29,2.0,car,0.6476976871490479,721,190,-24.771629333496094,0.4318242371082306
30,1.0,car,0.6907485723495483,639,186,-21.725536346435547,0.5148502588272095
30,2.0,car,0.5695158839225769,719,189,-24.747163772583008,0.3485327661037445
31,1.0,car,0.7097047567367554,639,186,-21.725536346435547,0.5148502588272095
31,2.0,car,0.593176007270813,719,189,-24.747163772583008,0.3485327661037445
31,3.0,car,0.5044385194778442,1126,202,-36.703041076660156,-0.47776365280151367
32,1.0,car,0.7151685953140259,639,186,-21.725536346435547,0.5148502588272095
32,2.0,car,0.627788782119751,719,189,-24.747163772583008,0.3485327661037445
33,1.0,car,0.7150617837905884,639,186,-21.725536346435547,0.5148502588272095
33,2.0,car,0.5781596899032593,719,189,-24.747163772583008,0.3485327661037445
33,3.0,car,0.516905665397644,1126,202,-36.703041076660156,-0.47776365280151367
34,1.0,car,0.7349767684936523,640,186,-21.766895294189453,0.5089623928070068
34,2.0,car,0.534121572971344,718,189,-24.7092342376709,0.3540650010108948
34,3.0,car,0.5318296551704407,1126,202,-36.703041076660156,-0.47776365280151367
35,1.0,car,0.7504065036773682,640,186,-21.766895294189453,0.5089623928070068
35,2.0,car,0.5152832269668579,717,190,-24.6202392578125,0.45407944917678833
35,3.0,car,0.5557400584220886,1125,202,-36.677188873291016,-0.47361984848976135
36,1.0,car,0.7494786381721497,640,187,-21.72055435180664,0.6075892448425293
36,2.0,car,0.5805263519287109,717,189,-24.671266555786133,0.35960280895233154
36,3.0,car,0.517907440662384,1126,202,-36.703041076660156,-0.47776365280151367
37,1.0,car,0.755363941192627,640,187,-21.72055435180664,0.6075892448425293
37,2.0,car,0.6599275469779968,717,189,-24.671266555786133,0.35960280895233154
37,3.0,car,0.5337728261947632,1126,202,-36.703041076660156,-0.47776365280151367
38,1.0,car,0.7552116513252258,641,187,-21.76179313659668,0.6016702651977539
38,2.0,car,0.6424105763435364,716,189,-24.63326072692871,0.3651461601257324
38,3.0,car,0.5423824787139893,1126,202,-36.703041076660156,-0.47776365280151367
39,1.0,car,0.7574807405471802,640,187,-21.72055435180664,0.6075892448425293
39,2.0,car,0.5844501256942749,715,189,-24.595216751098633,0.3706950843334198
39,3.0,car,0.5712277889251709,1126,202,-36.703041076660156,-0.47776365280151367
40,1.0,car,0.7583023309707642,640,188,-21.674442291259766,0.7057331800460815
40,2.0,car,0.5893116593360901,715,189,-24.595216751098633,0.3706950843334198
40,3.0,car,0.5811185240745544,1125,202,-36.677188873291016,-0.47361984848976135
41,1.0,car,0.7412871718406677,641,188,-21.71560287475586,0.6997772455215454
41,2.0,car,0.6706541776657104,715,190,-24.544315338134766,0.4652405381202698
41,3.0,car,0.5610584020614624,1125,202,-36.677188873291016,-0.47361984848976135
42,1.0,car,0.7305864095687866,641,189,-21.66963768005371,0.7974053025245667
42,2.0,car,0.6643368005752563,714,190,-24.506296157836914,0.4708295166492462
42,3.0,car,0.5429845452308655,1126,202,-36.703041076660156,-0.47776365280151367
43,1.0,car,0.7402116060256958,642,188,-21.75672149658203,0.6938275694847107
43,2.0,car,0.6312673687934875,712,189,-24.480854034423828,0.38737544417381287
43,3.0,car,0.5298453569412231,1125,202,-36.677188873291016,-0.47361984848976135
44,1.0,car,0.7601006627082825,642,189,-21.71068000793457,0.7914191484451294
44,2.0,car,0.5731450319290161,712,189,-24.480854034423828,0.38737544417381287
44,3.0,car,0.538253128528595,1125,202,-36.677188873291016,-0.47361984848976135
45,1.0,car,0.7558343410491943,642,188,-21.75672149658203,0.6938275694847107
45,2.0,car,0.63709557056427,711,189,-24.442657470703125,0.3929467499256134
45,3.0,car,0.5163934826850891,1126,202,-36.703041076660156,-0.47776365280151367
46,1.0,car,0.7581273317337036,642,189,-21.71068000793457,0.7914191484451294
46,2.0,car,0.686985969543457,711,189,-24.442657470703125,0.3929467499256134
46,3.0,car,0.5189892649650574,1125,202,-36.677188873291016,-0.47361984848976135
47,1.0,car,0.7465024590492249,642,189,-21.71068000793457,0.7914191484451294
47,2.0,car,0.6227567195892334,710,189,-24.404420852661133,0.3985237181186676
48,1.0,car,0.6953909993171692,643,189,-21.751678466796875,0.7854392528533936
48,2.0,car,0.6244145035743713,710,189,-24.404420852661133,0.3985237181186676
48,3.0,car,0.5891129374504089,1125,202,-36.677188873291016,-0.47361984848976135
49,1.0,car,0.6795017123222351,643,189,-21.751678466796875,0.7854392528533936
49,2.0,car,0.5703094601631165,708,189,-24.32783317565918,0.40969449281692505
49,3.0,car,0.5592544078826904,1124,202,-36.65131378173828,-0.4694726765155792
50,1.0,car,0.68158358335495,644,189,-21.792634963989258,0.7794656157493591
50,2.0,car,0.5874783992767334,708,189,-24.32783317565918,0.40969449281692505
50,3.0,car,0.5351095795631409,1124,202,-36.65131378173828,-0.4694726765155792
51,1.0,car,0.7287642955780029,644,189,-21.792634963989258,0.7794656157493591
51,2.0,car,0.592302680015564,709,189,-24.366146087646484,0.4041062891483307
51,3.0,car,0.5844988822937012,1124,202,-36.65131378173828,-0.4694726765155792
52,1.0,car,0.7550234794616699,644,189,-21.792634963989258,0.7794656157493591
53,1.0,car,0.7520564794540405,644,189,-21.792634963989258,0.7794656157493591
53,2.0,car,0.5238812565803528,707,189,-24.289480209350586,0.4152883291244507
54,1.0,car,0.7176633477210999,644,189,-21.792634963989258,0.7794656157493591
54,2.0,car,0.563157320022583,707,189,-24.289480209350586,0.4152883291244507
54,3.0,car,0.5256929397583008,1124,202,-36.65131378173828,-0.4694726765155792
55,1.0,car,0.6641713380813599,645,190,-21.787504196166992,0.870506763458252
55,2.0,car,0.5661510229110718,707,189,-24.289480209350586,0.4152883291244507
56,1.0,car,0.6353684663772583,645,190,-21.787504196166992,0.870506763458252
56,2.0,car,0.6153221726417542,707,189,-24.289480209350586,0.4152883291244507
57,1.0,car,0.5937879085540771,645,190,-21.787504196166992,0.870506763458252
57,2.0,car,0.6244449615478516,707,189,-24.289480209350586,0.4152883291244507
57,3.0,car,0.5261629223823547,1125,202,-36.677188873291016,-0.47361984848976135
58,1.0,car,0.6858793497085571,646,190,-21.82830047607422,0.8645095825195312
58,2.0,car,0.6309410333633423,706,189,-24.251089096069336,0.42088782787323
58,3.0,car,0.5354359149932861,1125,202,-36.677188873291016,-0.47361984848976135
59,1.0,car,0.719537615776062,646,190,-21.82830047607422,0.8645095825195312
59,2.0,car,0.6189862489700317,706,189,-24.251089096069336,0.42088782787323
59,3.0,car,0.6150040626525879,1124,202,-36.65131378173828,-0.4694726765155792
60,1.0,car,0.7273411750793457,647,190,-21.86905288696289,0.858518660068512
60,2.0,car,0.6593078970909119,706,189,-24.251089096069336,0.42088782787323
60,3.0,car,0.5877352356910706,1124,202,-36.65131378173828,-0.4694726765155792
61,1.0,car,0.7690021395683289,648,190,-21.909765243530273,0.8525339365005493
61,2.0,car,0.655819833278656,706,189,-24.251089096069336,0.42088782787323
61,3.0,car,0.6458238959312439,1126,202,-36.703041076660156,-0.47776365280151367
62,1.0,car,0.7640687823295593,648,190,-21.909765243530273,0.8525339365005493
62,2.0,car,0.658159613609314,705,189,-24.21265983581543,0.4264930188655853
62,3.0,car,0.6624301671981812,1127,202,-36.7288703918457,-0.48190411925315857
63,1.0,car,0.7576425671577454,648,190,-21.909765243530273,0.8525339365005493
63,2.0,car,0.6520230770111084,705,189,-24.21265983581543,0.4264930188655853
63,3.0,car,0.6448454260826111,1127,203,-36.66473388671875,-0.40387094020843506
64,1.0,car,0.7260509729385376,649,190,-21.9504337310791,0.8465554118156433
64,2.0,car,0.6485885381698608,705,189,-24.21265983581543,0.4264930188655853
64,3.0,car,0.6254474520683289,1127,203,-36.66473388671875,-0.40387094020843506
65,1.0,car,0.6902908086776733,650,190,-21.991060256958008,0.8405831456184387
65,2.0,car,0.5938029885292053,705,189,-24.21265983581543,0.4264930188655853
65,3.0,car,0.6136850714683533,1126,202,-36.703041076660156,-0.47776365280151367
66,1.0,car,0.6198872923851013,650,190,-21.991060256958008,0.8405831456184387
66,2.0,car,0.5741075277328491,705,188,-24.263154983520508,0.33115288615226746
66,3.0,car,0.5712712407112122,1126,202,-36.703041076660156,-0.47776365280151367
67,1.0,car,0.6394326686859131,650,190,-21.991060256958008,0.8405831456184387
67,2.0,car,0.5534657835960388,706,188,-24.30164909362793,0.32558274269104004
67,3.0,car,0.5430766344070435,1126,202,-36.703041076660156,-0.47776365280151367
68,1.0,car,0.6751290559768677,651,190,-22.03164291381836,0.834617018699646
68,2.0,car,0.6393868923187256,705,188,-24.263154983520508,0.33115288615226746
68,3.0,car,0.6063055396080017,1125,202,-36.677188873291016,-0.47361984848976135
69,1.0,car,0.701972484588623,650,190,-21.991060256958008,0.8405831456184387
69,2.0,car,0.6288301944732666,705,188,-24.263154983520508,0.33115288615226746
69,3.0,car,0.5949732661247253,1126,202,-36.703041076660156,-0.47776365280151367
70,1.0,car,0.6840923428535461,651,190,-22.03164291381836,0.834617018699646
70,2.0,car,0.5819858312606812,705,188,-24.263154983520508,0.33115288615226746
70,3.0,car,0.6194657683372498,1125,202,-36.677188873291016,-0.47361984848976135
71,1.0,car,0.7098059058189392,652,191,-22.025842666625977,0.9249471426010132
71,2.0,car,0.6152921915054321,705,189,-24.21265983581543,0.4264930188655853
71,3.0,car,0.5720374584197998,1126,204,-36.57505798339844,-0.3219451308250427
72,1.0,car,0.7360389232635498,652,191,-22.025842666625977,0.9249471426010132
72,2.0,car,0.6425831913948059,705,189,-24.21265983581543,0.4264930188655853
72,3.0,car,0.7011120915412903,1126,204,-36.57505798339844,-0.3219451308250427
73,1.0,car,0.7296230792999268,652,190,-22.072185516357422,0.8286570906639099
73,2.0,car,0.6728779077529907,705,189,-24.21265983581543,0.4264930188655853
73,3.0,car,0.6500250101089478,1125,203,-36.61309814453125,-0.3955390751361847
74,1.0,car,0.7065118551254272,653,190,-22.112686157226562,0.8227033615112305
74,2.0,car,0.6894406080245972,705,189,-24.21265983581543,0.4264930188655853
74,3.0,car,0.6506970524787903,1125,203,-36.61309814453125,-0.3955390751361847
75,2.0,car,0.6100373268127441,705,188,-24.263154983520508,0.33115288615226746
75,3.0,car,0.5972943305969238,1124,202,-36.65131378173828,-0.4694726765155792
76,2.0,car,0.5147768259048462,705,188,-24.263154983520508,0.33115288615226746
76,3.0,car,0.5716749429702759,1124,202,-36.65131378173828,-0.4694726765155792
77,3.0,car,0.6019595861434937,1124,202,-36.65131378173828,-0.4694726765155792
78,3.0,car,0.579777181148529,1124,202,-36.65131378173828,-0.4694726765155792
78,1.0,car,0.5612024664878845,655,190,-22.193561553955078,0.8108143210411072
79,3.0,car,0.588860034942627,1123,202,-36.62541961669922,-0.4653221070766449
79,1.0,car,0.5690311193466187,655,190,-22.193561553955078,0.8108143210411072
80,3.0,car,0.6481634378433228,1124,202,-36.65131378173828,-0.4694726765155792
80,1.0,car,0.7175462245941162,655,190,-22.193561553955078,0.8108143210411072
80,2.0,car,0.5120140910148621,703,188,-24.186046600341797,0.3423101007938385
81,3.0,car,0.6357384920120239,1125,202,-36.677188873291016,-0.47361984848976135
81,1.0,car,0.690250039100647,656,190,-22.23393440246582,0.8048790693283081
81,2.0,car,0.5961350202560425,704,189,-24.174190521240234,0.43210384249687195
82,3.0,car,0.6656871438026428,1126,203,-36.6389274597168,-0.3997066915035248
82,1.0,car,0.7088673710823059,656,191,-22.187297821044922,0.9010276794433594
82,2.0,car,0.647170901298523,704,189,-24.174190521240234,0.43210384249687195
83,3.0,car,0.6791464686393738,1127,203,-36.66473388671875,-0.40387094020843506
83,1.0,car,0.704628586769104,656,191,-22.187297821044922,0.9010276794433594
83,2.0,car,0.6737574934959412,704,189,-24.174190521240234,0.43210384249687195
84,3.0,car,0.6682849526405334,1127,203,-36.66473388671875,-0.40387094020843506
84,1.0,car,0.6977408528327942,657,191,-22.227558135986328,0.8950632810592651
84,2.0,car,0.6614913940429688,704,188,-24.224620819091797,0.33672866225242615
85,3.0,car,0.6687034368515015,1127,203,-36.66473388671875,-0.40387094020843506
85,1.0,car,0.6679956912994385,658,191,-22.267776489257812,0.889104962348938
85,2.0,car,0.5448604226112366,705,188,-24.263154983520508,0.33115288615226746
86,3.0,car,0.6552028656005859,1127,203,-36.66473388671875,-0.40387094020843506
86,1.0,car,0.6895702481269836,657,191,-22.227558135986328,0.8950632810592651
86,2.0,car,0.5311461687088013,704,188,-24.224620819091797,0.33672866225242615
87,3.0,car,0.6460340023040771,1127,203,-36.66473388671875,-0.40387094020843506
87,1.0,car,0.7033584713935852,657,192,-22.181072235107422,0.9907146096229553
87,2.0,car,0.5975303649902344,704,188,-24.224620819091797,0.33672866225242615
88,3.0,car,0.6431745290756226,1127,203,-36.66473388671875,-0.40387094020843506
88,1.0,car,0.7192592620849609,657,192,-22.181072235107422,0.9907146096229553
89,3.0,car,0.6276679635047913,1126,203,-36.6389274597168,-0.3997066915035248
89,1.0,car,0.6260768175125122,658,191,-22.267776489257812,0.889104962348938
90,3.0,car,0.5796713829040527,1125,202,-36.677188873291016,-0.47361984848976135
90,1.0,car,0.5660828351974487,660,190,-22.395017623901367,0.7811991572380066
91,3.0,car,0.5503745675086975,1124,202,-36.65131378173828,-0.4694726765155792
91,1.0,car,0.5871740579605103,662,190,-22.475309371948242,0.7693958282470703
92,3.0,car,0.5971527099609375,1124,202,-36.65131378173828,-0.4694726765155792
92,1.0,car,0.6253042817115784,663,190,-22.515392303466797,0.7635033130645752
93,3.0,car,0.5679535865783691,1124,202,-36.65131378173828,-0.4694726765155792
